,sym,date,time,price,size,cond,cancelled,exchTime,exchDate,exch
14931,0005.HK,2019-09-04,15:43:24.601,58.05,4400,,0,15:43:24.000,2019-09-04,HKG
14932,0005.HK,2019-09-04,15:43:24.601,58.05,400,,0,15:43:24.000,2019-09-04,HKG
14933,0005.HK,2019-09-04,15:43:24.601,58.05,2000,,0,15:43:24.000,2019-09-04,HKG
14934,0005.HK,2019-09-04,15:43:24.601,58.05,2400,,0,15:43:24.000,2019-09-04,HKG
14935,0005.HK,2019-09-04,15:43:24.646,58.05,3600,,0,15:43:24.000,2019-09-04,HKG
14936,0005.HK,2019-09-04,15:43:24.784,58.05,4000,,0,15:43:24.000,2019-09-04,HKG
14937,0005.HK,2019-09-04,15:43:24.784,58.05,2000,,0,15:43:24.000,2019-09-04,HKG
14938,0005.HK,2019-09-04,15:43:24.829,58.05,2400,,0,15:43:24.000,2019-09-04,HKG
14939,0005.HK,2019-09-04,15:43:24.967,58.05,400,,0,15:43:24.000,2019-09-04,HKG
14940,0005.HK,2019-09-04,15:43:24.967,58.05,3200,,0,15:43:24.000,2019-09-04,HKG
14941,0005.HK,2019-09-04,15:43:24.968,58.05,800,,0,15:43:24.000,2019-09-04,HKG
14942,0005.HK,2019-09-04,15:43:24.968,58.05,3200,,0,15:43:24.000,2019-09-04,HKG
14943,0005.HK,2019-09-04,15:43:25.012,58.05,2000,,0,15:43:25.000,2019-09-04,HKG
14944,0005.HK,2019-09-04,15:43:25.193,58.05,2400,,0,15:43:25.000,2019-09-04,HKG
14945,0005.HK,2019-09-04,15:43:25.193,58.05,400,,0,15:43:25.000,2019-09-04,HKG
14946,0005.HK,2019-09-04,15:43:32.617,58.0,2000,,0,15:43:32.000,2019-09-04,HKG
14947,0005.HK,2019-09-04,15:43:39.650,58.05,7200,,0,15:43:39.000,2019-09-04,HKG
14948,0005.HK,2019-09-04,15:43:39.650,58.05,800,,0,15:43:39.000,2019-09-04,HKG
14949,0005.HK,2019-09-04,15:43:39.650,58.05,2000,,0,15:43:39.000,2019-09-04,HKG
14950,0005.HK,2019-09-04,15:43:39.650,58.05,2800,,0,15:43:39.000,2019-09-04,HKG
14951,0005.HK,2019-09-04,15:43:39.650,58.05,35200,,0,15:43:39.000,2019-09-04,HKG
14952,0005.HK,2019-09-04,15:43:40.324,58.05,14800,,0,15:43:40.000,2019-09-04,HKG
14953,0005.HK,2019-09-04,15:43:40.324,58.05,800,,0,15:43:40.000,2019-09-04,HKG
14954,0005.HK,2019-09-04,15:43:40.324,58.05,1200,,0,15:43:40.000,2019-09-04,HKG
14955,0005.HK,2019-09-04,15:43:44.216,58.0,800,,0,15:43:44.000,2019-09-04,HKG
14956,0005.HK,2019-09-04,15:43:44.651,58.05,20400,,0,15:43:44.000,2019-09-04,HKG
14957,0005.HK,2019-09-04,15:43:44.652,58.05,800,,0,15:43:44.000,2019-09-04,HKG
14958,0005.HK,2019-09-04,15:43:44.652,58.05,4400,,0,15:43:44.000,2019-09-04,HKG
14959,0005.HK,2019-09-04,15:43:44.652,58.05,4400,,0,15:43:44.000,2019-09-04,HKG
14960,0005.HK,2019-09-04,15:43:44.652,58.05,400,,0,15:43:44.000,2019-09-04,HKG
14961,0005.HK,2019-09-04,15:43:44.652,58.05,4000,,0,15:43:44.000,2019-09-04,HKG
14962,0005.HK,2019-09-04,15:43:44.652,58.05,4000,,0,15:43:44.000,2019-09-04,HKG
14963,0005.HK,2019-09-04,15:43:44.652,58.05,2400,,0,15:43:44.000,2019-09-04,HKG
14964,0005.HK,2019-09-04,15:43:44.652,58.05,400,,0,15:43:44.000,2019-09-04,HKG
14965,0005.HK,2019-09-04,15:43:44.652,58.05,10000,,0,15:43:44.000,2019-09-04,HKG
14966,0005.HK,2019-09-04,15:43:44.652,58.05,400,,0,15:43:44.000,2019-09-04,HKG
14967,0005.HK,2019-09-04,15:43:44.652,58.05,7200,,0,15:43:44.000,2019-09-04,HKG
14968,0005.HK,2019-09-04,15:43:44.655,58.05,2000,,0,15:43:44.000,2019-09-04,HKG
14969,0005.HK,2019-09-04,15:43:44.655,58.05,2800,,0,15:43:44.000,2019-09-04,HKG
14970,0005.HK,2019-09-04,15:43:44.655,58.05,400,,0,15:43:44.000,2019-09-04,HKG
14971,0005.HK,2019-09-04,15:43:44.655,58.05,400,,0,15:43:44.000,2019-09-04,HKG
14972,0005.HK,2019-09-04,15:43:44.655,58.05,400,,0,15:43:44.000,2019-09-04,HKG
14973,0005.HK,2019-09-04,15:43:44.836,58.05,7200,,0,15:43:44.000,2019-09-04,HKG
14974,0005.HK,2019-09-04,15:43:44.837,58.05,2000,,0,15:43:44.000,2019-09-04,HKG
14975,0005.HK,2019-09-04,15:43:44.837,58.05,2800,,0,15:43:44.000,2019-09-04,HKG
14976,0005.HK,2019-09-04,15:43:45.228,58.05,4400,,0,15:43:45.000,2019-09-04,HKG
14977,0005.HK,2019-09-04,15:43:45.237,58.05,2800,,0,15:43:45.000,2019-09-04,HKG
14978,0005.HK,2019-09-04,15:43:45.237,58.05,1600,,0,15:43:45.000,2019-09-04,HKG
14979,0005.HK,2019-09-04,15:43:45.248,58.05,400,,0,15:43:45.000,2019-09-04,HKG
14980,0005.HK,2019-09-04,15:43:45.248,58.05,2800,,0,15:43:45.000,2019-09-04,HKG
14981,0005.HK,2019-09-04,15:43:45.248,58.05,800,,0,15:43:45.000,2019-09-04,HKG
14982,0005.HK,2019-09-04,15:43:46.342,58.05,2800,,0,15:43:46.000,2019-09-04,HKG
14983,0005.HK,2019-09-04,15:43:46.342,58.05,1200,,0,15:43:46.000,2019-09-04,HKG
14984,0005.HK,2019-09-04,15:43:46.538,58.05,400,,0,15:43:46.000,2019-09-04,HKG
14985,0005.HK,2019-09-04,15:43:51.142,58.05,400,,0,15:43:51.000,2019-09-04,HKG
14986,0005.HK,2019-09-04,15:43:51.350,58.05,4400,,0,15:43:51.000,2019-09-04,HKG
14987,0005.HK,2019-09-04,15:43:54.106,58.0,4000,,0,15:43:54.000,2019-09-04,HKG
14988,0005.HK,2019-09-04,15:43:58.049,58.05,3200,,0,15:43:58.000,2019-09-04,HKG
14989,0005.HK,2019-09-04,15:43:58.049,58.05,2400,,0,15:43:58.000,2019-09-04,HKG
14990,0005.HK,2019-09-04,15:43:59.462,58.05,10000,,0,15:43:59.000,2019-09-04,HKG
14991,0005.HK,2019-09-04,15:43:59.541,58.0,400,,0,15:43:59.000,2019-09-04,HKG
14992,0005.HK,2019-09-04,15:43:59.541,58.0,2800,,0,15:43:59.000,2019-09-04,HKG
14993,0005.HK,2019-09-04,15:44:00.864,58.05,2000,,0,15:44:00.000,2019-09-04,HKG
14994,0005.HK,2019-09-04,15:44:01.949,58.05,17200,,0,15:44:01.000,2019-09-04,HKG
14995,0005.HK,2019-09-04,15:44:03.164,58.0,800,,0,15:44:03.000,2019-09-04,HKG
14996,0005.HK,2019-09-04,15:44:03.315,58.05,1200,,0,15:44:03.000,2019-09-04,HKG
14997,0005.HK,2019-09-04,15:44:04.187,58.05,14000,,0,15:44:04.000,2019-09-04,HKG
14998,0005.HK,2019-09-04,15:44:04.188,58.05,3200,,0,15:44:04.000,2019-09-04,HKG
14999,0005.HK,2019-09-04,15:44:04.188,58.05,4000,,0,15:44:04.000,2019-09-04,HKG
15000,0005.HK,2019-09-04,15:44:04.188,58.05,7200,,0,15:44:04.000,2019-09-04,HKG
15001,0005.HK,2019-09-04,15:44:04.188,58.05,2800,,0,15:44:04.000,2019-09-04,HKG
15002,0005.HK,2019-09-04,15:44:04.405,58.05,1200,,0,15:44:04.000,2019-09-04,HKG
15003,0005.HK,2019-09-04,15:44:09.010,58.05,800,,0,15:44:09.000,2019-09-04,HKG
15004,0005.HK,2019-09-04,15:44:09.010,58.05,14400,,0,15:44:09.000,2019-09-04,HKG
15005,0005.HK,2019-09-04,15:44:09.741,58.0,2000,,0,15:44:09.000,2019-09-04,HKG
15006,0005.HK,2019-09-04,15:44:11.682,58.0,400,,0,15:44:11.000,2019-09-04,HKG
15007,0005.HK,2019-09-04,15:44:11.682,58.0,400,,0,15:44:11.000,2019-09-04,HKG
15008,0005.HK,2019-09-04,15:44:12.415,58.0,1600,,0,15:44:12.000,2019-09-04,HKG
15009,0005.HK,2019-09-04,15:44:12.415,58.0,2000,,0,15:44:12.000,2019-09-04,HKG
15010,0005.HK,2019-09-04,15:44:12.415,58.0,400,,0,15:44:12.000,2019-09-04,HKG
15011,0005.HK,2019-09-04,15:44:13.679,58.05,4000,,0,15:44:13.000,2019-09-04,HKG
15012,0005.HK,2019-09-04,15:44:14.087,58.0,800,,0,15:44:14.000,2019-09-04,HKG
15013,0005.HK,2019-09-04,15:44:18.813,58.0,400,,0,15:44:18.000,2019-09-04,HKG
15014,0005.HK,2019-09-04,15:44:19.251,58.05,2000,,0,15:44:19.000,2019-09-04,HKG
15015,0005.HK,2019-09-04,15:44:19.251,58.05,400,,0,15:44:19.000,2019-09-04,HKG
15016,0005.HK,2019-09-04,15:44:19.251,58.05,400,,0,15:44:19.000,2019-09-04,HKG
15017,0005.HK,2019-09-04,15:44:19.251,58.05,2400,,0,15:44:19.000,2019-09-04,HKG
15018,0005.HK,2019-09-04,15:44:21.738,58.0,2000,,0,15:44:21.000,2019-09-04,HKG
15019,0005.HK,2019-09-04,15:44:23.780,58.0,2000,,0,15:44:23.000,2019-09-04,HKG
15020,0005.HK,2019-09-04,15:44:23.780,58.0,800,,0,15:44:23.000,2019-09-04,HKG
15021,0005.HK,2019-09-04,15:44:23.780,58.0,2000,,0,15:44:23.000,2019-09-04,HKG
15022,0005.HK,2019-09-04,15:44:23.780,58.0,5200,,0,15:44:23.000,2019-09-04,HKG
15023,0005.HK,2019-09-04,15:44:24.792,58.05,2400,,0,15:44:24.000,2019-09-04,HKG
15024,0005.HK,2019-09-04,15:44:24.792,58.05,400,,0,15:44:24.000,2019-09-04,HKG
15025,0005.HK,2019-09-04,15:44:24.792,58.05,12400,,0,15:44:24.000,2019-09-04,HKG
15026,0005.HK,2019-09-04,15:44:26.417,58.05,800,,0,15:44:26.000,2019-09-04,HKG
15027,0005.HK,2019-09-04,15:44:26.940,58.05,800,,0,15:44:26.000,2019-09-04,HKG
15028,0005.HK,2019-09-04,15:44:30.878,58.05,5200,,0,15:44:30.000,2019-09-04,HKG
15029,0005.HK,2019-09-04,15:44:32.016,58.0,4800,,0,15:44:32.000,2019-09-04,HKG
15030,0005.HK,2019-09-04,15:44:34.343,58.0,400,,0,15:44:34.000,2019-09-04,HKG
15031,0005.HK,2019-09-04,15:44:35.792,58.05,400,,0,15:44:35.000,2019-09-04,HKG
15032,0005.HK,2019-09-04,15:44:40.300,58.05,400,,0,15:44:40.000,2019-09-04,HKG
15033,0005.HK,2019-09-04,15:44:40.647,58.0,400,,0,15:44:40.000,2019-09-04,HKG
15034,0005.HK,2019-09-04,15:44:40.774,58.05,400,,0,15:44:40.000,2019-09-04,HKG
15035,0005.HK,2019-09-04,15:44:43.823,57.6,230,D,0,15:44:43.000,2019-09-04,HKG
15036,0005.HK,2019-09-04,15:44:43.879,58.0,4000,,0,15:44:43.000,2019-09-04,HKG
15037,0005.HK,2019-09-04,15:44:44.837,58.05,4800,,0,15:44:44.000,2019-09-04,HKG
15038,0005.HK,2019-09-04,15:44:44.837,58.05,3200,,0,15:44:44.000,2019-09-04,HKG
15039,0005.HK,2019-09-04,15:44:44.837,58.05,6800,,0,15:44:44.000,2019-09-04,HKG
15040,0005.HK,2019-09-04,15:44:48.809,58.05,800,,0,15:44:48.000,2019-09-04,HKG
15041,0005.HK,2019-09-04,15:44:50.474,58.0,102,D,0,15:44:50.000,2019-09-04,HKG
15042,0005.HK,2019-09-04,15:44:51.582,58.0,400,,0,15:44:51.000,2019-09-04,HKG
15043,0005.HK,2019-09-04,15:44:51.582,58.0,400,,0,15:44:51.000,2019-09-04,HKG
15044,0005.HK,2019-09-04,15:44:51.582,58.0,1200,,0,15:44:51.000,2019-09-04,HKG
15045,0005.HK,2019-09-04,15:44:54.250,58.0,1600,,0,15:44:54.000,2019-09-04,HKG
15046,0005.HK,2019-09-04,15:44:54.250,58.0,400,,0,15:44:54.000,2019-09-04,HKG
15047,0005.HK,2019-09-04,15:44:54.251,58.05,2400,,0,15:44:54.000,2019-09-04,HKG
15048,0005.HK,2019-09-04,15:44:54.251,58.05,1600,,0,15:44:54.000,2019-09-04,HKG
15049,0005.HK,2019-09-04,15:44:54.690,58.0,1600,,0,15:44:54.000,2019-09-04,HKG
15050,0005.HK,2019-09-04,15:44:54.690,58.0,400,,0,15:44:54.000,2019-09-04,HKG
15051,0005.HK,2019-09-04,15:44:56.274,58.0,400,,0,15:44:56.000,2019-09-04,HKG
15052,0005.HK,2019-09-04,15:44:56.274,58.0,2000,,0,15:44:56.000,2019-09-04,HKG
15053,0005.HK,2019-09-04,15:44:56.274,58.0,400,,0,15:44:56.000,2019-09-04,HKG
15054,0005.HK,2019-09-04,15:44:56.274,58.0,1200,,0,15:44:56.000,2019-09-04,HKG
15055,0005.HK,2019-09-04,15:44:56.277,58.0,800,,0,15:44:56.000,2019-09-04,HKG
15056,0005.HK,2019-09-04,15:44:56.457,58.0,3200,,0,15:44:56.000,2019-09-04,HKG
15057,0005.HK,2019-09-04,15:44:56.466,58.0,800,,0,15:44:56.000,2019-09-04,HKG
15058,0005.HK,2019-09-04,15:44:59.223,58.05,400,,0,15:44:59.000,2019-09-04,HKG
15059,0005.HK,2019-09-04,15:44:59.223,58.05,400,,0,15:44:59.000,2019-09-04,HKG
15060,0005.HK,2019-09-04,15:45:00.032,58.0,10400,,0,15:45:00.000,2019-09-04,HKG
15061,0005.HK,2019-09-04,15:45:00.065,58.0,6800,,0,15:45:00.000,2019-09-04,HKG
15062,0005.HK,2019-09-04,15:45:00.090,58.0,1600,,0,15:45:00.000,2019-09-04,HKG
15063,0005.HK,2019-09-04,15:45:00.090,58.0,1600,Y,0,15:45:00.000,2019-09-04,HKG
15064,0005.HK,2019-09-04,15:45:00.090,58.0,1600,,0,15:45:00.000,2019-09-04,HKG
15065,0005.HK,2019-09-04,15:45:02.358,58.05,400,,0,15:45:02.000,2019-09-04,HKG
15066,0005.HK,2019-09-04,15:45:03.370,58.05,10000,,0,15:45:03.000,2019-09-04,HKG
15067,0005.HK,2019-09-04,15:45:03.370,58.05,6000,,0,15:45:03.000,2019-09-04,HKG
15068,0005.HK,2019-09-04,15:45:03.505,58.05,800,,0,15:45:03.000,2019-09-04,HKG
15069,0005.HK,2019-09-04,15:45:03.505,58.05,2800,,0,15:45:03.000,2019-09-04,HKG
15070,0005.HK,2019-09-04,15:45:03.721,58.0,400,,0,15:45:03.000,2019-09-04,HKG
15071,0005.HK,2019-09-04,15:45:03.721,58.0,400,,0,15:45:03.000,2019-09-04,HKG
15072,0005.HK,2019-09-04,15:45:03.913,58.0,800,,0,15:45:03.000,2019-09-04,HKG
15073,0005.HK,2019-09-04,15:45:04.770,58.05,1600,,0,15:45:04.000,2019-09-04,HKG
15074,0005.HK,2019-09-04,15:45:04.770,58.05,400,,0,15:45:04.000,2019-09-04,HKG
15075,0005.HK,2019-09-04,15:45:04.770,58.05,2000,,0,15:45:04.000,2019-09-04,HKG
15076,0005.HK,2019-09-04,15:45:05.219,58.0,4000,,0,15:45:05.000,2019-09-04,HKG
15077,0005.HK,2019-09-04,15:45:05.586,58.0,3200,,0,15:45:05.000,2019-09-04,HKG
15078,0005.HK,2019-09-04,15:45:05.586,58.0,800,,0,15:45:05.000,2019-09-04,HKG
15079,0005.HK,2019-09-04,15:45:06.765,58.0,2400,,0,15:45:06.000,2019-09-04,HKG
15080,0005.HK,2019-09-04,15:45:06.765,58.0,2000,,0,15:45:06.000,2019-09-04,HKG
15081,0005.HK,2019-09-04,15:45:06.765,58.0,2000,,0,15:45:06.000,2019-09-04,HKG
15082,0005.HK,2019-09-04,15:45:06.765,58.0,1200,,0,15:45:06.000,2019-09-04,HKG
15083,0005.HK,2019-09-04,15:45:06.765,58.0,400,,0,15:45:06.000,2019-09-04,HKG
15084,0005.HK,2019-09-04,15:45:06.807,58.0,4000,,0,15:45:06.000,2019-09-04,HKG
15085,0005.HK,2019-09-04,15:45:07.770,58.05,30000,,0,15:45:07.000,2019-09-04,HKG
15086,0005.HK,2019-09-04,15:45:08.491,58.05,2000,,0,15:45:08.000,2019-09-04,HKG
15087,0005.HK,2019-09-04,15:45:09.123,58.05,15200,,0,15:45:09.000,2019-09-04,HKG
15088,0005.HK,2019-09-04,15:45:09.248,58.05,800,,0,15:45:09.000,2019-09-04,HKG
15089,0005.HK,2019-09-04,15:45:09.248,58.05,4800,,0,15:45:09.000,2019-09-04,HKG
15090,0005.HK,2019-09-04,15:45:10.326,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15091,0005.HK,2019-09-04,15:45:10.326,58.05,7200,,0,15:45:10.000,2019-09-04,HKG
15092,0005.HK,2019-09-04,15:45:10.326,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15093,0005.HK,2019-09-04,15:45:10.326,58.05,4800,,0,15:45:10.000,2019-09-04,HKG
15094,0005.HK,2019-09-04,15:45:10.326,58.05,8400,,0,15:45:10.000,2019-09-04,HKG
15095,0005.HK,2019-09-04,15:45:10.740,58.05,13200,,0,15:45:10.000,2019-09-04,HKG
15096,0005.HK,2019-09-04,15:45:10.740,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15097,0005.HK,2019-09-04,15:45:10.740,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15098,0005.HK,2019-09-04,15:45:10.740,58.05,1200,,0,15:45:10.000,2019-09-04,HKG
15099,0005.HK,2019-09-04,15:45:10.740,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15100,0005.HK,2019-09-04,15:45:10.741,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15101,0005.HK,2019-09-04,15:45:10.741,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15102,0005.HK,2019-09-04,15:45:10.741,58.05,6800,,0,15:45:10.000,2019-09-04,HKG
15103,0005.HK,2019-09-04,15:45:10.741,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15104,0005.HK,2019-09-04,15:45:10.741,58.05,9200,,0,15:45:10.000,2019-09-04,HKG
15105,0005.HK,2019-09-04,15:45:10.741,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15106,0005.HK,2019-09-04,15:45:10.741,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15107,0005.HK,2019-09-04,15:45:10.741,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15108,0005.HK,2019-09-04,15:45:10.741,58.05,4400,,0,15:45:10.000,2019-09-04,HKG
15109,0005.HK,2019-09-04,15:45:10.741,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15110,0005.HK,2019-09-04,15:45:10.741,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15111,0005.HK,2019-09-04,15:45:10.741,58.05,10400,,0,15:45:10.000,2019-09-04,HKG
15112,0005.HK,2019-09-04,15:45:10.741,58.05,2400,,0,15:45:10.000,2019-09-04,HKG
15113,0005.HK,2019-09-04,15:45:10.741,58.05,2400,,0,15:45:10.000,2019-09-04,HKG
15114,0005.HK,2019-09-04,15:45:10.741,58.05,10000,,0,15:45:10.000,2019-09-04,HKG
15115,0005.HK,2019-09-04,15:45:10.741,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15116,0005.HK,2019-09-04,15:45:10.741,58.05,4800,,0,15:45:10.000,2019-09-04,HKG
15117,0005.HK,2019-09-04,15:45:10.741,58.05,400,,0,15:45:10.000,2019-09-04,HKG
15118,0005.HK,2019-09-04,15:45:10.741,58.05,4800,,0,15:45:10.000,2019-09-04,HKG
15119,0005.HK,2019-09-04,15:45:10.741,58.05,2000,,0,15:45:10.000,2019-09-04,HKG
15120,0005.HK,2019-09-04,15:45:10.747,58.05,800,,0,15:45:10.000,2019-09-04,HKG
15121,0005.HK,2019-09-04,15:45:10.780,58.0,1200,,0,15:45:10.000,2019-09-04,HKG
15122,0005.HK,2019-09-04,15:45:12.300,58.05,3600,,0,15:45:12.000,2019-09-04,HKG
15123,0005.HK,2019-09-04,15:45:12.300,58.05,2000,,0,15:45:12.000,2019-09-04,HKG
15124,0005.HK,2019-09-04,15:45:12.300,58.05,9600,,0,15:45:12.000,2019-09-04,HKG
15125,0005.HK,2019-09-04,15:45:12.694,58.05,400,,0,15:45:12.000,2019-09-04,HKG
15126,0005.HK,2019-09-04,15:45:12.694,58.05,6400,,0,15:45:12.000,2019-09-04,HKG
15127,0005.HK,2019-09-04,15:45:12.694,58.05,50000,,0,15:45:12.000,2019-09-04,HKG
15128,0005.HK,2019-09-04,15:45:12.694,58.05,28000,,0,15:45:12.000,2019-09-04,HKG
15129,0005.HK,2019-09-04,15:45:12.694,58.05,10800,,0,15:45:12.000,2019-09-04,HKG
15130,0005.HK,2019-09-04,15:45:12.694,58.05,4400,,0,15:45:12.000,2019-09-04,HKG
15131,0005.HK,2019-09-04,15:45:12.696,58.05,2000,,0,15:45:12.000,2019-09-04,HKG
15132,0005.HK,2019-09-04,15:45:12.696,58.05,3600,,0,15:45:12.000,2019-09-04,HKG
15133,0005.HK,2019-09-04,15:45:12.696,58.05,2000,,0,15:45:12.000,2019-09-04,HKG
15134,0005.HK,2019-09-04,15:45:12.696,58.05,800,,0,15:45:12.000,2019-09-04,HKG
15135,0005.HK,2019-09-04,15:45:12.879,58.05,2000,,0,15:45:12.000,2019-09-04,HKG
15136,0005.HK,2019-09-04,15:45:12.879,58.05,4400,,0,15:45:12.000,2019-09-04,HKG
15137,0005.HK,2019-09-04,15:45:12.879,58.05,3600,,0,15:45:12.000,2019-09-04,HKG
15138,0005.HK,2019-09-04,15:45:13.062,58.05,2000,,0,15:45:13.000,2019-09-04,HKG
15139,0005.HK,2019-09-04,15:45:13.064,58.05,4400,,0,15:45:13.000,2019-09-04,HKG
15140,0005.HK,2019-09-04,15:45:13.064,58.05,2000,,0,15:45:13.000,2019-09-04,HKG
15141,0005.HK,2019-09-04,15:45:13.255,58.05,2000,,0,15:45:13.000,2019-09-04,HKG
15142,0005.HK,2019-09-04,15:45:13.336,58.05,4400,,0,15:45:13.000,2019-09-04,HKG
15143,0005.HK,2019-09-04,15:45:13.336,58.05,3600,,0,15:45:13.000,2019-09-04,HKG
15144,0005.HK,2019-09-04,15:45:13.360,58.05,1200,,0,15:45:13.000,2019-09-04,HKG
15145,0005.HK,2019-09-04,15:45:13.431,58.05,2000,,0,15:45:13.000,2019-09-04,HKG
15146,0005.HK,2019-09-04,15:45:15.561,58.0,2400,,0,15:45:15.000,2019-09-04,HKG
15147,0005.HK,2019-09-04,15:45:16.261,58.0,2800,,0,15:45:16.000,2019-09-04,HKG
15148,0005.HK,2019-09-04,15:45:16.261,58.0,400,,0,15:45:16.000,2019-09-04,HKG
15149,0005.HK,2019-09-04,15:45:16.261,58.0,400,,0,15:45:16.000,2019-09-04,HKG
15150,0005.HK,2019-09-04,15:45:16.261,58.0,4400,,0,15:45:16.000,2019-09-04,HKG
15151,0005.HK,2019-09-04,15:45:18.953,58.05,2000,,0,15:45:18.000,2019-09-04,HKG
15152,0005.HK,2019-09-04,15:45:18.953,58.05,4400,,0,15:45:18.000,2019-09-04,HKG
15153,0005.HK,2019-09-04,15:45:18.953,58.05,400,,0,15:45:18.000,2019-09-04,HKG
15154,0005.HK,2019-09-04,15:45:18.953,58.05,5600,,0,15:45:18.000,2019-09-04,HKG
15155,0005.HK,2019-09-04,15:45:18.953,58.05,4800,,0,15:45:18.000,2019-09-04,HKG
15156,0005.HK,2019-09-04,15:45:19.578,58.05,45200,,0,15:45:19.000,2019-09-04,HKG
15157,0005.HK,2019-09-04,15:45:19.578,58.05,4800,,0,15:45:19.000,2019-09-04,HKG
15158,0005.HK,2019-09-04,15:45:19.578,58.05,2400,Y,0,15:45:19.000,2019-09-04,HKG
15159,0005.HK,2019-09-04,15:45:19.578,58.05,18000,,0,15:45:19.000,2019-09-04,HKG
15160,0005.HK,2019-09-04,15:45:19.578,58.05,8800,,0,15:45:19.000,2019-09-04,HKG
15161,0005.HK,2019-09-04,15:45:19.588,58.05,15200,,0,15:45:19.000,2019-09-04,HKG
15162,0005.HK,2019-09-04,15:45:19.680,58.0,1600,,0,15:45:19.000,2019-09-04,HKG
15163,0005.HK,2019-09-04,15:45:20.779,58.05,4000,,0,15:45:20.000,2019-09-04,HKG
15164,0005.HK,2019-09-04,15:45:20.779,58.05,1200,,0,15:45:20.000,2019-09-04,HKG
15165,0005.HK,2019-09-04,15:45:20.779,58.05,400,,0,15:45:20.000,2019-09-04,HKG
15166,0005.HK,2019-09-04,15:45:20.779,58.05,400,,0,15:45:20.000,2019-09-04,HKG
15167,0005.HK,2019-09-04,15:45:20.779,58.05,400,,0,15:45:20.000,2019-09-04,HKG
15168,0005.HK,2019-09-04,15:45:21.147,58.05,400,,0,15:45:21.000,2019-09-04,HKG
15169,0005.HK,2019-09-04,15:45:21.615,58.05,1200,,0,15:45:21.000,2019-09-04,HKG
15170,0005.HK,2019-09-04,15:45:21.615,58.05,4400,,0,15:45:21.000,2019-09-04,HKG
15171,0005.HK,2019-09-04,15:45:21.615,58.05,4000,,0,15:45:21.000,2019-09-04,HKG
15172,0005.HK,2019-09-04,15:45:21.615,58.05,5600,,0,15:45:21.000,2019-09-04,HKG
15173,0005.HK,2019-09-04,15:45:21.626,58.05,15200,,0,15:45:21.000,2019-09-04,HKG
15174,0005.HK,2019-09-04,15:45:21.779,58.05,1200,,0,15:45:21.000,2019-09-04,HKG
15175,0005.HK,2019-09-04,15:45:21.779,58.05,4000,,0,15:45:21.000,2019-09-04,HKG
15176,0005.HK,2019-09-04,15:45:21.779,58.05,1200,,0,15:45:21.000,2019-09-04,HKG
15177,0005.HK,2019-09-04,15:45:23.372,58.05,2000,,0,15:45:23.000,2019-09-04,HKG
15178,0005.HK,2019-09-04,15:45:24.143,58.0,5200,,0,15:45:24.000,2019-09-04,HKG
15179,0005.HK,2019-09-04,15:45:24.293,58.05,800,,0,15:45:24.000,2019-09-04,HKG
15180,0005.HK,2019-09-04,15:45:24.384,58.05,2400,,0,15:45:24.000,2019-09-04,HKG
15181,0005.HK,2019-09-04,15:45:24.384,58.05,12400,,0,15:45:24.000,2019-09-04,HKG
15182,0005.HK,2019-09-04,15:45:26.391,58.05,1200,,0,15:45:26.000,2019-09-04,HKG
15183,0005.HK,2019-09-04,15:45:26.391,58.05,800,,0,15:45:26.000,2019-09-04,HKG
15184,0005.HK,2019-09-04,15:45:27.390,58.05,12800,,0,15:45:27.000,2019-09-04,HKG
15185,0005.HK,2019-09-04,15:45:27.460,58.05,15200,,0,15:45:27.000,2019-09-04,HKG
15186,0005.HK,2019-09-04,15:45:28.357,58.05,17200,,0,15:45:28.000,2019-09-04,HKG
15187,0005.HK,2019-09-04,15:45:28.390,58.05,6400,,0,15:45:28.000,2019-09-04,HKG
15188,0005.HK,2019-09-04,15:45:28.438,58.0,400,,0,15:45:28.000,2019-09-04,HKG
15189,0005.HK,2019-09-04,15:45:28.624,58.05,2800,,0,15:45:28.000,2019-09-04,HKG
15190,0005.HK,2019-09-04,15:45:29.390,58.05,2000,,0,15:45:29.000,2019-09-04,HKG
15191,0005.HK,2019-09-04,15:45:30.041,58.05,800,,0,15:45:30.000,2019-09-04,HKG
15192,0005.HK,2019-09-04,15:45:30.901,58.05,52000,,0,15:45:30.000,2019-09-04,HKG
15193,0005.HK,2019-09-04,15:45:30.903,58.05,400,,0,15:45:30.000,2019-09-04,HKG
15194,0005.HK,2019-09-04,15:45:31.304,58.05,4000,,0,15:45:31.000,2019-09-04,HKG
15195,0005.HK,2019-09-04,15:45:31.728,58.05,400,,0,15:45:31.000,2019-09-04,HKG
