,sym,date,time,price,size,cond,cancelled,exchTime,exchDate,exch
8614,0005.HK,2019-09-04,14:30:24.416,57.9,2400,X,0,14:30:24.000,2019-09-04,HKG
8615,0005.HK,2019-09-04,14:30:24.488,57.9,3600,X,0,14:30:24.000,2019-09-04,HKG
8616,0005.HK,2019-09-04,14:30:24.488,57.9,400,X,0,14:30:24.000,2019-09-04,HKG
8617,0005.HK,2019-09-04,14:30:24.488,57.925,2000,X,0,14:30:24.000,2019-09-04,HKG
8618,0005.HK,2019-09-04,14:30:24.544,57.9,4000,X,0,14:30:24.000,2019-09-04,HKG
8619,0005.HK,2019-09-04,14:30:24.549,57.9,2400,X,0,14:30:24.000,2019-09-04,HKG
8620,0005.HK,2019-09-04,14:30:24.720,57.9,800,,0,14:30:24.000,2019-09-04,HKG
8621,0005.HK,2019-09-04,14:30:25.392,57.95,2400,,0,14:30:25.000,2019-09-04,HKG
8622,0005.HK,2019-09-04,14:30:25.392,57.95,4800,,0,14:30:25.000,2019-09-04,HKG
8623,0005.HK,2019-09-04,14:30:25.392,57.95,2400,,0,14:30:25.000,2019-09-04,HKG
8624,0005.HK,2019-09-04,14:30:25.743,57.95,400,,0,14:30:25.000,2019-09-04,HKG
8625,0005.HK,2019-09-04,14:30:27.246,57.9,1200,,0,14:30:27.000,2019-09-04,HKG
8626,0005.HK,2019-09-04,14:30:27.306,57.95,8000,,0,14:30:27.000,2019-09-04,HKG
8627,0005.HK,2019-09-04,14:30:27.306,57.95,2000,,0,14:30:27.000,2019-09-04,HKG
8628,0005.HK,2019-09-04,14:30:33.957,57.9,1200,,0,14:30:33.000,2019-09-04,HKG
8629,0005.HK,2019-09-04,14:30:34.877,57.9,800,,0,14:30:34.000,2019-09-04,HKG
8630,0005.HK,2019-09-04,14:30:34.938,57.9,1600,,0,14:30:34.000,2019-09-04,HKG
8631,0005.HK,2019-09-04,14:30:34.947,57.9,1200,,0,14:30:34.000,2019-09-04,HKG
8632,0005.HK,2019-09-04,14:30:34.991,57.9,1200,X,0,14:30:34.000,2019-09-04,HKG
8633,0005.HK,2019-09-04,14:30:37.846,57.9,4800,,0,14:30:37.000,2019-09-04,HKG
8634,0005.HK,2019-09-04,14:30:37.851,57.9,400,,0,14:30:37.000,2019-09-04,HKG
8635,0005.HK,2019-09-04,14:30:37.875,57.9,2000,X,0,14:30:37.000,2019-09-04,HKG
8636,0005.HK,2019-09-04,14:30:38.372,57.9,1600,,0,14:30:38.000,2019-09-04,HKG
8637,0005.HK,2019-09-04,14:30:39.351,57.95,400,,0,14:30:39.000,2019-09-04,HKG
8638,0005.HK,2019-09-04,14:30:39.351,57.95,1200,,0,14:30:39.000,2019-09-04,HKG
8639,0005.HK,2019-09-04,14:30:39.706,57.95,800,,0,14:30:39.000,2019-09-04,HKG
8640,0005.HK,2019-09-04,14:30:43.729,57.4,200,D,0,14:30:43.000,2019-09-04,HKG
8641,0005.HK,2019-09-04,14:30:44.047,57.9,400,,0,14:30:44.000,2019-09-04,HKG
8642,0005.HK,2019-09-04,14:30:44.339,57.9,1200,,0,14:30:44.000,2019-09-04,HKG
8643,0005.HK,2019-09-04,14:30:45.459,57.6,1,D,0,14:30:45.000,2019-09-04,HKG
8644,0005.HK,2019-09-04,14:30:49.042,57.65,1,D,0,14:30:49.000,2019-09-04,HKG
8645,0005.HK,2019-09-04,14:30:52.489,57.95,2000,,0,14:30:52.000,2019-09-04,HKG
8646,0005.HK,2019-09-04,14:30:53.729,57.9,2000,,0,14:30:53.000,2019-09-04,HKG
8647,0005.HK,2019-09-04,14:30:53.744,57.9,3200,Y,0,14:30:53.000,2019-09-04,HKG
8648,0005.HK,2019-09-04,14:30:57.373,57.9,4800,Y,0,14:30:57.000,2019-09-04,HKG
8649,0005.HK,2019-09-04,14:30:58.367,57.95,2400,,0,14:30:58.000,2019-09-04,HKG
8650,0005.HK,2019-09-04,14:31:00.003,57.9,2000,X,0,14:31:00.000,2019-09-04,HKG
8651,0005.HK,2019-09-04,14:31:00.336,57.9,400,,0,14:31:00.000,2019-09-04,HKG
8652,0005.HK,2019-09-04,14:31:01.095,57.9,1200,,0,14:31:01.000,2019-09-04,HKG
8653,0005.HK,2019-09-04,14:31:01.097,57.9,12800,,0,14:31:01.000,2019-09-04,HKG
8654,0005.HK,2019-09-04,14:31:01.097,57.9,1200,,0,14:31:01.000,2019-09-04,HKG
8655,0005.HK,2019-09-04,14:31:01.097,57.9,2000,,0,14:31:01.000,2019-09-04,HKG
8656,0005.HK,2019-09-04,14:31:01.097,57.9,400,,0,14:31:01.000,2019-09-04,HKG
8657,0005.HK,2019-09-04,14:31:01.098,57.9,800,,0,14:31:01.000,2019-09-04,HKG
8658,0005.HK,2019-09-04,14:31:01.098,57.9,800,,0,14:31:01.000,2019-09-04,HKG
8659,0005.HK,2019-09-04,14:31:01.098,57.9,5200,,0,14:31:01.000,2019-09-04,HKG
8660,0005.HK,2019-09-04,14:31:01.098,57.9,800,,0,14:31:01.000,2019-09-04,HKG
8661,0005.HK,2019-09-04,14:31:01.098,57.9,400,,0,14:31:01.000,2019-09-04,HKG
8662,0005.HK,2019-09-04,14:31:01.098,57.9,800,,0,14:31:01.000,2019-09-04,HKG
8663,0005.HK,2019-09-04,14:31:01.098,57.9,2000,,0,14:31:01.000,2019-09-04,HKG
8664,0005.HK,2019-09-04,14:31:01.098,57.9,10800,,0,14:31:01.000,2019-09-04,HKG
8665,0005.HK,2019-09-04,14:31:01.098,57.9,400,,0,14:31:01.000,2019-09-04,HKG
8666,0005.HK,2019-09-04,14:31:01.098,57.9,800,,0,14:31:01.000,2019-09-04,HKG
8667,0005.HK,2019-09-04,14:31:01.098,57.9,8800,,0,14:31:01.000,2019-09-04,HKG
8668,0005.HK,2019-09-04,14:31:01.098,57.9,30000,,0,14:31:01.000,2019-09-04,HKG
8669,0005.HK,2019-09-04,14:31:01.098,57.9,2000,,0,14:31:01.000,2019-09-04,HKG
8670,0005.HK,2019-09-04,14:31:01.098,57.9,400,,0,14:31:01.000,2019-09-04,HKG
8671,0005.HK,2019-09-04,14:31:01.098,57.9,2000,,0,14:31:01.000,2019-09-04,HKG
8672,0005.HK,2019-09-04,14:31:01.098,57.9,800,,0,14:31:01.000,2019-09-04,HKG
8673,0005.HK,2019-09-04,14:31:01.098,57.9,400,,0,14:31:01.000,2019-09-04,HKG
8674,0005.HK,2019-09-04,14:31:01.141,57.9,10400,,0,14:31:01.000,2019-09-04,HKG
8675,0005.HK,2019-09-04,14:31:01.141,57.9,1200,,0,14:31:01.000,2019-09-04,HKG
8676,0005.HK,2019-09-04,14:31:01.141,57.9,400,,0,14:31:01.000,2019-09-04,HKG
8677,0005.HK,2019-09-04,14:31:02.757,57.85,800,,0,14:31:02.000,2019-09-04,HKG
8678,0005.HK,2019-09-04,14:31:03.497,57.9,800,,0,14:31:03.000,2019-09-04,HKG
8679,0005.HK,2019-09-04,14:31:03.652,57.9,4400,,0,14:31:03.000,2019-09-04,HKG
8680,0005.HK,2019-09-04,14:31:04.452,57.9,400,,0,14:31:04.000,2019-09-04,HKG
8681,0005.HK,2019-09-04,14:31:05.663,57.9,1200,,0,14:31:05.000,2019-09-04,HKG
8682,0005.HK,2019-09-04,14:31:05.663,57.9,2800,,0,14:31:05.000,2019-09-04,HKG
8683,0005.HK,2019-09-04,14:31:07.480,57.9,4000,,0,14:31:07.000,2019-09-04,HKG
8684,0005.HK,2019-09-04,14:31:11.062,57.9,800,,0,14:31:11.000,2019-09-04,HKG
8685,0005.HK,2019-09-04,14:31:14.156,57.85,1200,,0,14:31:14.000,2019-09-04,HKG
8686,0005.HK,2019-09-04,14:31:15.596,57.9,2000,,0,14:31:15.000,2019-09-04,HKG
8687,0005.HK,2019-09-04,14:31:17.757,57.9,1200,,0,14:31:17.000,2019-09-04,HKG
8688,0005.HK,2019-09-04,14:31:18.862,57.9,800,,0,14:31:18.000,2019-09-04,HKG
8689,0005.HK,2019-09-04,14:31:18.862,57.9,800,,0,14:31:18.000,2019-09-04,HKG
8690,0005.HK,2019-09-04,14:31:20.069,57.9,2000,,0,14:31:20.000,2019-09-04,HKG
8691,0005.HK,2019-09-04,14:31:21.674,57.9,8800,,0,14:31:21.000,2019-09-04,HKG
8692,0005.HK,2019-09-04,14:31:21.675,57.9,3200,,0,14:31:21.000,2019-09-04,HKG
8693,0005.HK,2019-09-04,14:31:21.675,57.9,5200,,0,14:31:21.000,2019-09-04,HKG
8694,0005.HK,2019-09-04,14:31:21.719,57.85,400,,0,14:31:21.000,2019-09-04,HKG
8695,0005.HK,2019-09-04,14:31:23.446,57.9,1200,,0,14:31:23.000,2019-09-04,HKG
8696,0005.HK,2019-09-04,14:31:27.135,57.9,400,,0,14:31:27.000,2019-09-04,HKG
8697,0005.HK,2019-09-04,14:31:28.430,57.35,82,D,0,14:31:28.000,2019-09-04,HKG
8698,0005.HK,2019-09-04,14:31:28.727,57.9,800,,0,14:31:28.000,2019-09-04,HKG
8699,0005.HK,2019-09-04,14:31:29.131,57.85,800,,0,14:31:29.000,2019-09-04,HKG
8700,0005.HK,2019-09-04,14:31:30.730,57.9,1600,,0,14:31:30.000,2019-09-04,HKG
8701,0005.HK,2019-09-04,14:31:32.226,57.9,800,,0,14:31:32.000,2019-09-04,HKG
8702,0005.HK,2019-09-04,14:31:34.080,57.9,5200,,0,14:31:34.000,2019-09-04,HKG
8703,0005.HK,2019-09-04,14:31:44.343,57.9,400,,0,14:31:44.000,2019-09-04,HKG
8704,0005.HK,2019-09-04,14:31:50.740,57.9,400,,0,14:31:50.000,2019-09-04,HKG
8705,0005.HK,2019-09-04,14:31:59.237,57.9,400,,0,14:31:59.000,2019-09-04,HKG
8706,0005.HK,2019-09-04,14:32:01.333,57.9,400,,0,14:32:01.000,2019-09-04,HKG
8707,0005.HK,2019-09-04,14:32:01.333,57.9,400,,0,14:32:01.000,2019-09-04,HKG
8708,0005.HK,2019-09-04,14:32:04.999,57.9,2400,,0,14:32:04.000,2019-09-04,HKG
8709,0005.HK,2019-09-04,14:32:06.345,57.9,19600,,0,14:32:06.000,2019-09-04,HKG
8710,0005.HK,2019-09-04,14:32:10.634,57.85,2800,,0,14:32:10.000,2019-09-04,HKG
8711,0005.HK,2019-09-04,14:32:10.926,57.85,800,,0,14:32:10.000,2019-09-04,HKG
8712,0005.HK,2019-09-04,14:32:20.633,57.9,400,,0,14:32:20.000,2019-09-04,HKG
8713,0005.HK,2019-09-04,14:32:20.910,57.9,18000,,0,14:32:20.000,2019-09-04,HKG
8714,0005.HK,2019-09-04,14:32:20.910,57.9,2000,,0,14:32:20.000,2019-09-04,HKG
8715,0005.HK,2019-09-04,14:32:20.910,57.9,1200,,0,14:32:20.000,2019-09-04,HKG
8716,0005.HK,2019-09-04,14:32:20.911,57.9,1200,,0,14:32:20.000,2019-09-04,HKG
8717,0005.HK,2019-09-04,14:32:20.912,57.9,1200,,0,14:32:20.000,2019-09-04,HKG
8718,0005.HK,2019-09-04,14:32:20.912,57.9,400,,0,14:32:20.000,2019-09-04,HKG
8719,0005.HK,2019-09-04,14:32:20.912,57.9,1200,,0,14:32:20.000,2019-09-04,HKG
8720,0005.HK,2019-09-04,14:32:20.912,57.9,800,,0,14:32:20.000,2019-09-04,HKG
8721,0005.HK,2019-09-04,14:32:20.912,57.9,1200,,0,14:32:20.000,2019-09-04,HKG
8722,0005.HK,2019-09-04,14:32:20.912,57.9,400,,0,14:32:20.000,2019-09-04,HKG
8723,0005.HK,2019-09-04,14:32:20.912,57.9,400,,0,14:32:20.000,2019-09-04,HKG
8724,0005.HK,2019-09-04,14:32:20.912,57.9,8000,,0,14:32:20.000,2019-09-04,HKG
8725,0005.HK,2019-09-04,14:32:20.912,57.9,1600,,0,14:32:20.000,2019-09-04,HKG
8726,0005.HK,2019-09-04,14:32:20.912,57.9,4000,,0,14:32:20.000,2019-09-04,HKG
8727,0005.HK,2019-09-04,14:32:20.912,57.9,2000,,0,14:32:20.000,2019-09-04,HKG
8728,0005.HK,2019-09-04,14:32:20.912,57.9,1200,,0,14:32:20.000,2019-09-04,HKG
8729,0005.HK,2019-09-04,14:32:20.912,57.9,1200,,0,14:32:20.000,2019-09-04,HKG
8730,0005.HK,2019-09-04,14:32:20.912,57.9,3600,,0,14:32:20.000,2019-09-04,HKG
8731,0005.HK,2019-09-04,14:32:20.912,57.9,800,,0,14:32:20.000,2019-09-04,HKG
8732,0005.HK,2019-09-04,14:32:20.912,57.9,400,,0,14:32:20.000,2019-09-04,HKG
8733,0005.HK,2019-09-04,14:32:20.912,57.9,800,,0,14:32:20.000,2019-09-04,HKG
8734,0005.HK,2019-09-04,14:32:20.912,57.9,400,,0,14:32:20.000,2019-09-04,HKG
8735,0005.HK,2019-09-04,14:32:20.912,57.9,6000,,0,14:32:20.000,2019-09-04,HKG
8736,0005.HK,2019-09-04,14:32:20.912,57.9,800,,0,14:32:20.000,2019-09-04,HKG
8737,0005.HK,2019-09-04,14:32:20.939,57.9,400,,0,14:32:20.000,2019-09-04,HKG
8738,0005.HK,2019-09-04,14:32:21.656,57.95,8400,,0,14:32:21.000,2019-09-04,HKG
8739,0005.HK,2019-09-04,14:32:21.656,57.95,6800,,0,14:32:21.000,2019-09-04,HKG
8740,0005.HK,2019-09-04,14:32:22.720,57.9,400,,0,14:32:22.000,2019-09-04,HKG
8741,0005.HK,2019-09-04,14:32:24.381,57.9,400,,0,14:32:24.000,2019-09-04,HKG
8742,0005.HK,2019-09-04,14:32:33.176,57.9,2000,,0,14:32:33.000,2019-09-04,HKG
8743,0005.HK,2019-09-04,14:32:33.648,57.9,4000,,0,14:32:33.000,2019-09-04,HKG
8744,0005.HK,2019-09-04,14:32:33.979,57.9,400,,0,14:32:33.000,2019-09-04,HKG
8745,0005.HK,2019-09-04,14:32:36.061,57.9,5600,,0,14:32:36.000,2019-09-04,HKG
8746,0005.HK,2019-09-04,14:32:36.062,57.9,2000,,0,14:32:36.000,2019-09-04,HKG
8747,0005.HK,2019-09-04,14:32:36.062,57.9,400,,0,14:32:36.000,2019-09-04,HKG
8748,0005.HK,2019-09-04,14:32:36.062,57.9,400,,0,14:32:36.000,2019-09-04,HKG
8749,0005.HK,2019-09-04,14:32:37.981,57.95,1600,,0,14:32:37.000,2019-09-04,HKG
8750,0005.HK,2019-09-04,14:32:38.428,57.95,400,Y,0,14:32:38.000,2019-09-04,HKG
8751,0005.HK,2019-09-04,14:32:39.968,57.95,800,,0,14:32:39.000,2019-09-04,HKG
8752,0005.HK,2019-09-04,14:32:40.356,57.9,400,,0,14:32:40.000,2019-09-04,HKG
8753,0005.HK,2019-09-04,14:32:40.681,57.95,3600,,0,14:32:40.000,2019-09-04,HKG
8754,0005.HK,2019-09-04,14:32:41.169,57.9,1600,,0,14:32:41.000,2019-09-04,HKG
8755,0005.HK,2019-09-04,14:32:41.169,57.9,400,,0,14:32:41.000,2019-09-04,HKG
8756,0005.HK,2019-09-04,14:32:45.048,57.95,4000,,0,14:32:45.000,2019-09-04,HKG
8757,0005.HK,2019-09-04,14:32:47.584,57.9,2000,,0,14:32:47.000,2019-09-04,HKG
8758,0005.HK,2019-09-04,14:32:48.640,57.9,2400,,0,14:32:48.000,2019-09-04,HKG
8759,0005.HK,2019-09-04,14:32:48.640,57.9,400,,0,14:32:48.000,2019-09-04,HKG
8760,0005.HK,2019-09-04,14:32:48.640,57.9,4000,,0,14:32:48.000,2019-09-04,HKG
8761,0005.HK,2019-09-04,14:32:48.640,57.9,1600,,0,14:32:48.000,2019-09-04,HKG
8762,0005.HK,2019-09-04,14:32:48.640,57.9,7200,,0,14:32:48.000,2019-09-04,HKG
8763,0005.HK,2019-09-04,14:32:48.640,57.9,10000,,0,14:32:48.000,2019-09-04,HKG
8764,0005.HK,2019-09-04,14:32:48.640,57.9,9200,,0,14:32:48.000,2019-09-04,HKG
8765,0005.HK,2019-09-04,14:32:48.640,57.9,800,,0,14:32:48.000,2019-09-04,HKG
8766,0005.HK,2019-09-04,14:32:48.640,57.9,5200,,0,14:32:48.000,2019-09-04,HKG
8767,0005.HK,2019-09-04,14:32:48.640,57.9,1200,,0,14:32:48.000,2019-09-04,HKG
8768,0005.HK,2019-09-04,14:32:48.640,57.9,400,,0,14:32:48.000,2019-09-04,HKG
8769,0005.HK,2019-09-04,14:32:48.640,57.9,8000,,0,14:32:48.000,2019-09-04,HKG
8770,0005.HK,2019-09-04,14:32:48.640,57.9,11200,,0,14:32:48.000,2019-09-04,HKG
8771,0005.HK,2019-09-04,14:32:48.640,57.9,2000,Y,0,14:32:48.000,2019-09-04,HKG
8772,0005.HK,2019-09-04,14:32:48.640,57.9,3200,,0,14:32:48.000,2019-09-04,HKG
8773,0005.HK,2019-09-04,14:32:48.640,57.9,2000,,0,14:32:48.000,2019-09-04,HKG
8774,0005.HK,2019-09-04,14:32:48.640,57.9,400,,0,14:32:48.000,2019-09-04,HKG
8775,0005.HK,2019-09-04,14:32:48.640,57.9,9200,,0,14:32:48.000,2019-09-04,HKG
8776,0005.HK,2019-09-04,14:32:48.640,57.9,2000,,0,14:32:48.000,2019-09-04,HKG
8777,0005.HK,2019-09-04,14:32:48.640,57.9,2000,,0,14:32:48.000,2019-09-04,HKG
8778,0005.HK,2019-09-04,14:32:48.640,57.9,800,,0,14:32:48.000,2019-09-04,HKG
8779,0005.HK,2019-09-04,14:32:48.656,57.9,1200,,0,14:32:48.000,2019-09-04,HKG
8780,0005.HK,2019-09-04,14:32:51.603,57.9,800,,0,14:32:51.000,2019-09-04,HKG
8781,0005.HK,2019-09-04,14:32:51.723,57.9,400,,0,14:32:51.000,2019-09-04,HKG
8782,0005.HK,2019-09-04,14:32:53.283,57.9,400,,0,14:32:53.000,2019-09-04,HKG
8783,0005.HK,2019-09-04,14:32:58.110,57.9,800,,0,14:32:58.000,2019-09-04,HKG
8784,0005.HK,2019-09-04,14:32:58.110,57.9,400,,0,14:32:58.000,2019-09-04,HKG
8785,0005.HK,2019-09-04,14:32:59.657,57.9,2800,,0,14:32:59.000,2019-09-04,HKG
8786,0005.HK,2019-09-04,14:32:59.657,57.9,7200,,0,14:32:59.000,2019-09-04,HKG
8787,0005.HK,2019-09-04,14:33:01.479,57.9,4000,,0,14:33:01.000,2019-09-04,HKG
8788,0005.HK,2019-09-04,14:33:01.479,57.9,1600,,0,14:33:01.000,2019-09-04,HKG
8789,0005.HK,2019-09-04,14:33:01.479,57.9,1600,,0,14:33:01.000,2019-09-04,HKG
8790,0005.HK,2019-09-04,14:33:01.480,57.9,2400,,0,14:33:01.000,2019-09-04,HKG
8791,0005.HK,2019-09-04,14:33:01.480,57.9,400,,0,14:33:01.000,2019-09-04,HKG
8792,0005.HK,2019-09-04,14:33:03.022,57.95,800,Y,0,14:33:03.000,2019-09-04,HKG
8793,0005.HK,2019-09-04,14:33:03.737,57.95,400,,0,14:33:03.000,2019-09-04,HKG
8794,0005.HK,2019-09-04,14:33:05.612,57.9,400,,0,14:33:05.000,2019-09-04,HKG
8795,0005.HK,2019-09-04,14:33:08.455,57.9,400,,0,14:33:08.000,2019-09-04,HKG
8796,0005.HK,2019-09-04,14:33:08.717,57.9,1200,,0,14:33:08.000,2019-09-04,HKG
8797,0005.HK,2019-09-04,14:33:08.717,57.9,2000,,0,14:33:08.000,2019-09-04,HKG
8798,0005.HK,2019-09-04,14:33:08.717,57.9,400,,0,14:33:08.000,2019-09-04,HKG
8799,0005.HK,2019-09-04,14:33:08.717,57.9,26400,,0,14:33:08.000,2019-09-04,HKG
8800,0005.HK,2019-09-04,14:33:08.722,57.9,6000,,0,14:33:08.000,2019-09-04,HKG
8801,0005.HK,2019-09-04,14:33:08.722,57.9,2400,,0,14:33:08.000,2019-09-04,HKG
8802,0005.HK,2019-09-04,14:33:08.722,57.9,1600,,0,14:33:08.000,2019-09-04,HKG
8803,0005.HK,2019-09-04,14:33:08.722,57.9,1600,,0,14:33:08.000,2019-09-04,HKG
8804,0005.HK,2019-09-04,14:33:08.729,57.9,400,,0,14:33:08.000,2019-09-04,HKG
8805,0005.HK,2019-09-04,14:33:08.835,57.95,1600,,0,14:33:08.000,2019-09-04,HKG
8806,0005.HK,2019-09-04,14:33:16.776,57.9,800,,0,14:33:16.000,2019-09-04,HKG
8807,0005.HK,2019-09-04,14:33:16.776,57.9,400,,0,14:33:16.000,2019-09-04,HKG
8808,0005.HK,2019-09-04,14:33:16.776,57.9,2400,,0,14:33:16.000,2019-09-04,HKG
8809,0005.HK,2019-09-04,14:33:16.776,57.9,5200,,0,14:33:16.000,2019-09-04,HKG
8810,0005.HK,2019-09-04,14:33:16.776,57.9,400,,0,14:33:16.000,2019-09-04,HKG
8811,0005.HK,2019-09-04,14:33:17.905,57.9,400,,0,14:33:17.000,2019-09-04,HKG
8812,0005.HK,2019-09-04,14:33:17.905,57.9,1200,,0,14:33:17.000,2019-09-04,HKG
8813,0005.HK,2019-09-04,14:33:17.905,57.9,1600,,0,14:33:17.000,2019-09-04,HKG
8814,0005.HK,2019-09-04,14:33:17.905,57.95,56800,,0,14:33:17.000,2019-09-04,HKG
8815,0005.HK,2019-09-04,14:33:18.926,57.9,6000,,0,14:33:18.000,2019-09-04,HKG
8816,0005.HK,2019-09-04,14:33:18.926,57.9,800,,0,14:33:18.000,2019-09-04,HKG
8817,0005.HK,2019-09-04,14:33:18.926,57.9,2400,,0,14:33:18.000,2019-09-04,HKG
8818,0005.HK,2019-09-04,14:33:18.926,57.95,2000,,0,14:33:18.000,2019-09-04,HKG
8819,0005.HK,2019-09-04,14:33:23.314,57.9,400,,0,14:33:23.000,2019-09-04,HKG
8820,0005.HK,2019-09-04,14:33:25.575,57.9,5200,,0,14:33:25.000,2019-09-04,HKG
8821,0005.HK,2019-09-04,14:33:25.771,57.4,85,D,0,14:33:25.000,2019-09-04,HKG
8822,0005.HK,2019-09-04,14:33:25.774,57.9,2000,,0,14:33:25.000,2019-09-04,HKG
8823,0005.HK,2019-09-04,14:33:26.843,57.9,800,,0,14:33:26.000,2019-09-04,HKG
8824,0005.HK,2019-09-04,14:33:33.306,57.9,400,,0,14:33:33.000,2019-09-04,HKG
8825,0005.HK,2019-09-04,14:33:34.320,57.9,400,,0,14:33:34.000,2019-09-04,HKG
8826,0005.HK,2019-09-04,14:33:34.440,57.9,1200,,0,14:33:34.000,2019-09-04,HKG
8827,0005.HK,2019-09-04,14:33:37.291,57.9,800,,0,14:33:37.000,2019-09-04,HKG
8828,0005.HK,2019-09-04,14:33:38.411,57.9,10800,,0,14:33:38.000,2019-09-04,HKG
8829,0005.HK,2019-09-04,14:33:39.126,57.9,400,,0,14:33:39.000,2019-09-04,HKG
8830,0005.HK,2019-09-04,14:33:40.582,57.9,1200,,0,14:33:40.000,2019-09-04,HKG
8831,0005.HK,2019-09-04,14:33:42.348,57.9,400,,0,14:33:42.000,2019-09-04,HKG
8832,0005.HK,2019-09-04,14:33:43.721,57.85,800,,0,14:33:43.000,2019-09-04,HKG
8833,0005.HK,2019-09-04,14:33:48.182,57.4,13,D,0,14:33:48.000,2019-09-04,HKG
8834,0005.HK,2019-09-04,14:33:53.656,57.9,400,Y,0,14:33:53.000,2019-09-04,HKG
8835,0005.HK,2019-09-04,14:33:55.661,57.9,800,,0,14:33:55.000,2019-09-04,HKG
8836,0005.HK,2019-09-04,14:33:56.671,57.9,2400,,0,14:33:56.000,2019-09-04,HKG
8837,0005.HK,2019-09-04,14:34:02.569,57.85,400,,0,14:34:02.000,2019-09-04,HKG
8838,0005.HK,2019-09-04,14:34:02.932,57.85,1200,,0,14:34:02.000,2019-09-04,HKG
8839,0005.HK,2019-09-04,14:34:08.756,57.9,3200,,0,14:34:08.000,2019-09-04,HKG
8840,0005.HK,2019-09-04,14:34:08.756,57.9,14000,,0,14:34:08.000,2019-09-04,HKG
8841,0005.HK,2019-09-04,14:34:13.153,57.9,4000,,0,14:34:13.000,2019-09-04,HKG
8842,0005.HK,2019-09-04,14:34:16.919,57.9,400,,0,14:34:16.000,2019-09-04,HKG
8843,0005.HK,2019-09-04,14:34:22.827,57.9,400,,0,14:34:22.000,2019-09-04,HKG
8844,0005.HK,2019-09-04,14:34:23.134,57.9,800,,0,14:34:23.000,2019-09-04,HKG
8845,0005.HK,2019-09-04,14:34:24.364,57.85,800,,0,14:34:24.000,2019-09-04,HKG
8846,0005.HK,2019-09-04,14:34:24.606,57.85,2000,,0,14:34:24.000,2019-09-04,HKG
8847,0005.HK,2019-09-04,14:34:26.872,57.9,800,,0,14:34:26.000,2019-09-04,HKG
8848,0005.HK,2019-09-04,14:34:42.611,57.85,4000,,0,14:34:42.000,2019-09-04,HKG
8849,0005.HK,2019-09-04,14:34:46.323,57.9,400,,0,14:34:46.000,2019-09-04,HKG
8850,0005.HK,2019-09-04,14:34:48.114,57.85,800,,0,14:34:48.000,2019-09-04,HKG
8851,0005.HK,2019-09-04,14:34:51.667,57.85,77,D,0,14:34:51.000,2019-09-04,HKG
8852,0005.HK,2019-09-04,14:34:53.612,57.85,1600,,0,14:34:53.000,2019-09-04,HKG
8853,0005.HK,2019-09-04,14:34:53.612,57.85,800,Y,0,14:34:53.000,2019-09-04,HKG
8854,0005.HK,2019-09-04,14:34:53.612,57.85,4400,,0,14:34:53.000,2019-09-04,HKG
8855,0005.HK,2019-09-04,14:34:54.467,57.85,800,,0,14:34:54.000,2019-09-04,HKG
8856,0005.HK,2019-09-04,14:34:54.467,57.85,1600,,0,14:34:54.000,2019-09-04,HKG
8857,0005.HK,2019-09-04,14:34:54.467,57.85,16400,,0,14:34:54.000,2019-09-04,HKG
8858,0005.HK,2019-09-04,14:34:54.467,57.85,1600,,0,14:34:54.000,2019-09-04,HKG
8859,0005.HK,2019-09-04,14:34:54.467,57.85,5200,,0,14:34:54.000,2019-09-04,HKG
8860,0005.HK,2019-09-04,14:34:54.467,57.85,400,,0,14:34:54.000,2019-09-04,HKG
8861,0005.HK,2019-09-04,14:34:54.467,57.85,1600,,0,14:34:54.000,2019-09-04,HKG
8862,0005.HK,2019-09-04,14:34:54.467,57.85,400,,0,14:34:54.000,2019-09-04,HKG
8863,0005.HK,2019-09-04,14:34:54.467,57.85,400,,0,14:34:54.000,2019-09-04,HKG
8864,0005.HK,2019-09-04,14:34:54.467,57.85,400,,0,14:34:54.000,2019-09-04,HKG
8865,0005.HK,2019-09-04,14:34:54.467,57.85,10000,,0,14:34:54.000,2019-09-04,HKG
8866,0005.HK,2019-09-04,14:34:54.467,57.85,800,,0,14:34:54.000,2019-09-04,HKG
8867,0005.HK,2019-09-04,14:34:54.467,57.85,400,,0,14:34:54.000,2019-09-04,HKG
8868,0005.HK,2019-09-04,14:34:54.467,57.85,1200,,0,14:34:54.000,2019-09-04,HKG
8869,0005.HK,2019-09-04,14:34:54.467,57.85,2000,,0,14:34:54.000,2019-09-04,HKG
8870,0005.HK,2019-09-04,14:34:54.467,57.85,2400,,0,14:34:54.000,2019-09-04,HKG
8871,0005.HK,2019-09-04,14:34:54.467,57.85,10800,,0,14:34:54.000,2019-09-04,HKG
8872,0005.HK,2019-09-04,14:34:54.467,57.85,8400,,0,14:34:54.000,2019-09-04,HKG
8873,0005.HK,2019-09-04,14:34:54.467,57.85,11600,,0,14:34:54.000,2019-09-04,HKG
8874,0005.HK,2019-09-04,14:34:54.467,57.85,2400,,0,14:34:54.000,2019-09-04,HKG
8875,0005.HK,2019-09-04,14:34:54.467,57.85,2000,,0,14:34:54.000,2019-09-04,HKG
8876,0005.HK,2019-09-04,14:34:54.467,57.85,2000,,0,14:34:54.000,2019-09-04,HKG
8877,0005.HK,2019-09-04,14:34:54.467,57.85,2000,,0,14:34:54.000,2019-09-04,HKG
8878,0005.HK,2019-09-04,14:34:54.467,57.85,2000,,0,14:34:54.000,2019-09-04,HKG
