errors
153.09824591035016
-1.3314359740205077
-69.64246221891364
25.556087026198327
-175.20464663051234
156.18769882270055
-361.5857757929376
579.3989350110135
237.44736394278254
-336.7037380565667
-173.42375932377263
-419.8556903977268
-1005.6123805170455
1340.2251497360917
-1655.7900327888128
-728.5807167483833
-799.2921075023337
-1774.7657828368324
-1055.021786644967
-49.09010530235133
1560.067114078726
1038.3480697568284
""
-135.48101897853007
-1115.9137139359661
-5060.406503143167
-2256.1360478447286
3974.7265896716044
3772.0310979378864
-7645.729823090415
1174.391693122211
-6238.093379654372
-749.7685612292953
-1443.040734519829
-1025.8619684055918
3872.3883374618563
17318.075750744094
-864.9022127416464
15.869534828358098
194.7500059222903
406.2633306754942
-13224.492274724289
2500.865334484598
1132.9952976677569
13175.882034628321
-10201.265636669825
-2822.784855593741
-10127.155603448497
-7090.4406017099445
-19208.001372951177
-27048.77537853374
959.21403728643
7005.302645521975
-21360.348962367738
-3864.7264143972425
8660.71017076906
-6657.80573219739
-6084.500458664505
-5745.561160893263
-31566.491273329175
1544.9766630996642
663.3169715115644
3740.1416689788407
22238.660937594985
183.9283734518583
44542.994273404336
-29844.67421910221
-11905.808512624066
8317.395899383793
12609.010199904176
-39550.08221542785
-34730.392951911606
18316.153660413
69442.48458964199
-71052.5119542758
49164.03212149615
18978.83012910332
203.9835009019714
-18119.64710027646
33346.26387871736
7601.9206324401985
-7881.018600721504
16172.381786139675
-5848.361758953921
35405.922421314026
75923.56247054684
26182.416681779163
-14654.61420212097
-53123.26471492613
-63653.023824379125
-52560.931149041644
-10979.834057946262
-30526.20038099353
-14490.11390841184
134685.24607794266
-9315.22575141557
24279.267643437466
-66776.91083100456
77993.95228038731
-10099.166995593167
52870.37393140812
183045.3641893924
-93898.44619358028
120290.58218669919
140873.1158833974
11321.708258839917
-38582.67714631223
65935.30746197904
